Location,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
"EdgecombeCounty,NorthCarolina",7225,Restaurants and Other Eating Places,65,80,20,52
"ForsythCounty,NorthCarolina",7225,Restaurants and Other Eating Places,704,92.5,7.5,651
"FranklinCounty,NorthCarolina",7225,Restaurants and Other Eating Places,57,86,14,49
"GastonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,372,86.3,13.7,321
"GatesCounty,NorthCarolina",7225,Restaurants and Other Eating Places,D,D,D,4
"GrahamCounty,NorthCarolina",7225,Restaurants and Other Eating Places,16,81.3,18.8,13
"GranvilleCounty,NorthCarolina",7225,Restaurants and Other Eating Places,S,S,S,53
"GreeneCounty,NorthCarolina",7225,Restaurants and Other Eating Places,22,72.7,27.3,16
"GuilfordCounty,NorthCarolina",7225,Restaurants and Other Eating Places,"1,060",88.9,11.1,942
"HalifaxCounty,NorthCarolina",7225,Restaurants and Other Eating Places,87,88.5,11.5,77
"HarnettCounty,NorthCarolina",7225,Restaurants and Other Eating Places,157,88.5,11.5,139
"HaywoodCounty,NorthCarolina",7225,Restaurants and Other Eating Places,125,85.6,14.4,107
"HendersonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,170,94.1,5.9,160
"HertfordCounty,NorthCarolina",7225,Restaurants and Other Eating Places,41,85.4,14.6,35
"HokeCounty,NorthCarolina",7225,Restaurants and Other Eating Places,26,76.9,23.1,20
"HydeCounty,NorthCarolina",7225,Restaurants and Other Eating Places,18,77.8,22.2,14
"IredellCounty,NorthCarolina",7225,Restaurants and Other Eating Places,373,88.2,11.8,329
"JacksonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,90,88.9,11.1,80
"JohnstonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,263,86.7,13.3,228
"LeeCounty,NorthCarolina",7225,Restaurants and Other Eating Places,109,88.1,11.9,96
"LenoirCounty,NorthCarolina",7225,Restaurants and Other Eating Places,101,88.1,11.9,89
"LincolnCounty,NorthCarolina",7225,Restaurants and Other Eating Places,123,88.6,11.4,109
"McDowellCounty,NorthCarolina",7225,Restaurants and Other Eating Places,71,87.3,12.7,62
"MaconCounty,NorthCarolina",7225,Restaurants and Other Eating Places,95,87.4,12.6,83
"MadisonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,32,81.3,18.8,26
"MartinCounty,NorthCarolina",7225,Restaurants and Other Eating Places,D,D,D,26
"MecklenburgCounty,NorthCarolina",7225,Restaurants and Other Eating Places,"2,370",86.5,13.5,"2,051"
"MitchellCounty,NorthCarolina",7225,Restaurants and Other Eating Places,37,75.7,24.3,28
"MontgomeryCounty,NorthCarolina",7225,Restaurants and Other Eating Places,38,92.1,7.9,35
"MooreCounty,NorthCarolina",7225,Restaurants and Other Eating Places,206,87.4,12.6,180
"NashCounty,NorthCarolina",7225,Restaurants and Other Eating Places,170,88.2,11.8,150
"NewHanoverCounty,NorthCarolina",7225,Restaurants and Other Eating Places,648,90.4,9.6,586
"NorthamptonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,25,68,32,17
"OnslowCounty,NorthCarolina",7225,Restaurants and Other Eating Places,320,88.8,11.3,284
"OrangeCounty,NorthCarolina",7225,Restaurants and Other Eating Places,294,87.4,12.6,257
"PamlicoCounty,NorthCarolina",7225,Restaurants and Other Eating Places,D,D,D,27
"PasquotankCounty,NorthCarolina",7225,Restaurants and Other Eating Places,89,85.4,14.6,76
"PenderCounty,NorthCarolina",7225,Restaurants and Other Eating Places,97,92.8,7.2,90
"PerquimansCounty,NorthCarolina",7225,Restaurants and Other Eating Places,D,D,D,10
"PersonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,49,83.7,16.3,41
"PittCounty,NorthCarolina",7225,Restaurants and Other Eating Places,348,91.7,8.3,319
"PolkCounty,NorthCarolina",7225,Restaurants and Other Eating Places,32,90.6,9.4,29
"RandolphCounty,NorthCarolina",7225,Restaurants and Other Eating Places,195,88.7,11.3,173
"RichmondCounty,NorthCarolina",7225,Restaurants and Other Eating Places,58,86.2,13.8,50
"RobesonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,164,85.4,14.6,140
"RockinghamCounty,NorthCarolina",7225,Restaurants and Other Eating Places,146,87.7,12.3,128
"RowanCounty,NorthCarolina",7225,Restaurants and Other Eating Places,214,90.2,9.8,193
"RutherfordCounty,NorthCarolina",7225,Restaurants and Other Eating Places,108,87,13,94
"SampsonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,82,86.6,13.4,71
"ScotlandCounty,NorthCarolina",7225,Restaurants and Other Eating Places,50,88,12,44
"StanlyCounty,NorthCarolina",7225,Restaurants and Other Eating Places,109,91.7,8.3,100
"StokesCounty,NorthCarolina",7225,Restaurants and Other Eating Places,56,91.1,8.9,51
"SurryCounty,NorthCarolina",7225,Restaurants and Other Eating Places,161,84.5,15.5,136
"SwainCounty,NorthCarolina",7225,Restaurants and Other Eating Places,49,81.6,18.4,40
"TransylvaniaCounty,NorthCarolina",7225,Restaurants and Other Eating Places,61,85.2,14.8,52
"TyrrellCounty,NorthCarolina",7225,Restaurants and Other Eating Places,D,D,D,4
"UnionCounty,NorthCarolina",7225,Restaurants and Other Eating Places,304,86.8,13.2,264
"VanceCounty,NorthCarolina",7225,Restaurants and Other Eating Places,59,86.4,13.6,51
"WakeCounty,NorthCarolina",7225,Restaurants and Other Eating Places,"2,218",88.5,11.5,"1,962"
"WarrenCounty,NorthCarolina",7225,Restaurants and Other Eating Places,24,83.3,16.7,20
"WashingtonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,20,80,20,16
"WataugaCounty,NorthCarolina",7225,Restaurants and Other Eating Places,140,93.6,6.4,131
"WayneCounty,NorthCarolina",7225,Restaurants and Other Eating Places,199,86.4,13.6,172
"WilkesCounty,NorthCarolina",7225,Restaurants and Other Eating Places,91,92.3,7.7,84
"WilsonCounty,NorthCarolina",7225,Restaurants and Other Eating Places,129,89.9,10.1,116
"YadkinCounty,NorthCarolina",7225,Restaurants and Other Eating Places,57,78.9,21.1,45
"YanceyCounty,NorthCarolina",7225,Restaurants and Other Eating Places,25,64,36,16
"BarnesCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,19
"BensonCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,4
"BottineauCounty,NorthDakota",7225,Restaurants and Other Eating Places,22,77.3,22.7,17
"BurkeCounty,NorthDakota",7225,Restaurants and Other Eating Places,6,50,50,3
"BurleighCounty,NorthDakota",7225,Restaurants and Other Eating Places,160,91.3,8.8,146
"CassCounty,NorthDakota",7225,Restaurants and Other Eating Places,309,94.8,5.2,293
"CavalierCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,9
"DickeyCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,7
"DunnCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,4
"EmmonsCounty,NorthDakota",7225,Restaurants and Other Eating Places,9,55.6,44.4,5
"FosterCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,5
"GrandForksCounty,NorthDakota",7225,Restaurants and Other Eating Places,131,91.6,8.4,120
"GrantCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,1
"HettingerCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,2
"KidderCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,5
"LaMoureCounty,NorthDakota",7225,Restaurants and Other Eating Places,12,66.7,33.3,8
"LoganCounty,NorthDakota",7225,Restaurants and Other Eating Places,7,28.6,71.4,2
"McHenryCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,5
"McKenzieCounty,NorthDakota",7225,Restaurants and Other Eating Places,22,86.4,13.6,19
"MercerCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,16
"MortonCounty,NorthDakota",7225,Restaurants and Other Eating Places,33,81.8,18.2,27
"MountrailCounty,NorthDakota",7225,Restaurants and Other Eating Places,25,76,24,19
"NelsonCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,6
"PembinaCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,6
"RamseyCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,30
"RansomCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,9
"RenvilleCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,4
"RichlandCounty,NorthDakota",7225,Restaurants and Other Eating Places,28,85.7,14.3,24
"RoletteCounty,NorthDakota",7225,Restaurants and Other Eating Places,14,78.6,21.4,11
"SargentCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,2
"SiouxCounty,NorthDakota",7225,Restaurants and Other Eating Places,6,50,50,3
"StarkCounty,NorthDakota",7225,Restaurants and Other Eating Places,59,89.8,10.2,53
"StutsmanCounty,NorthDakota",7225,Restaurants and Other Eating Places,50,92,8,46
"TownerCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,5
"WalshCounty,NorthDakota",7225,Restaurants and Other Eating Places,20,70,30,14
"WardCounty,NorthDakota",7225,Restaurants and Other Eating Places,121,93.4,6.6,113
"WellsCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,12
"WilliamsCounty,NorthDakota",7225,Restaurants and Other Eating Places,D,D,D,64
"AdamsCounty,Ohio",7225,Restaurants and Other Eating Places,43,76.7,23.3,33
"AllenCounty,Ohio",7225,Restaurants and Other Eating Places,199,89.4,10.6,178
"AshlandCounty,Ohio",7225,Restaurants and Other Eating Places,68,91.2,8.8,62
"AshtabulaCounty,Ohio",7225,Restaurants and Other Eating Places,212,89.2,10.8,189
"AthensCounty,Ohio",7225,Restaurants and Other Eating Places,110,89.1,10.9,98
"AuglaizeCounty,Ohio",7225,Restaurants and Other Eating Places,82,92.7,7.3,76
"BelmontCounty,Ohio",7225,Restaurants and Other Eating Places,112,92,8,103
"BrownCounty,Ohio",7225,Restaurants and Other Eating Places,55,83.6,16.4,46
"ButlerCounty,Ohio",7225,Restaurants and Other Eating Places,618,90.8,9.2,561
"CarrollCounty,Ohio",7225,Restaurants and Other Eating Places,45,71.1,28.9,32
"ChampaignCounty,Ohio",7225,Restaurants and Other Eating Places,51,80.4,19.6,41
"ClarkCounty,Ohio",7225,Restaurants and Other Eating Places,199,91.5,8.5,182
"ClermontCounty,Ohio",7225,Restaurants and Other Eating Places,279,90.7,9.3,253
"ClintonCounty,Ohio",7225,Restaurants and Other Eating Places,79,72.2,27.8,57
"ColumbianaCounty,Ohio",7225,Restaurants and Other Eating Places,163,88.3,11.7,144
"CoshoctonCounty,Ohio",7225,Restaurants and Other Eating Places,45,77.8,22.2,35
"CrawfordCounty,Ohio",7225,Restaurants and Other Eating Places,64,89.1,10.9,57
"CuyahogaCounty,Ohio",7225,Restaurants and Other Eating Places,"2,765",87.4,12.6,"2,416"
"DarkeCounty,Ohio",7225,Restaurants and Other Eating Places,76,82.9,17.1,63
"DefianceCounty,Ohio",7225,Restaurants and Other Eating Places,78,88.5,11.5,69
"DelawareCounty,Ohio",7225,Restaurants and Other Eating Places,413,88.9,11.1,367
"ErieCounty,Ohio",7225,Restaurants and Other Eating Places,205,88.8,11.2,182
"FairfieldCounty,Ohio",7225,Restaurants and Other Eating Places,250,81.6,18.4,204
"FayetteCounty,Ohio",7225,Restaurants and Other Eating Places,56,94.6,5.4,53
"FranklinCounty,Ohio",7225,Restaurants and Other Eating Places,"2,549",88.2,11.8,"2,248"
"FultonCounty,Ohio",7225,Restaurants and Other Eating Places,70,88.6,11.4,62
"GalliaCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,40
"GeaugaCounty,Ohio",7225,Restaurants and Other Eating Places,154,86.4,13.6,133
"GreeneCounty,Ohio",7225,Restaurants and Other Eating Places,290,92.4,7.6,268
"GuernseyCounty,Ohio",7225,Restaurants and Other Eating Places,78,83.3,16.7,65
"HamiltonCounty,Ohio",7225,Restaurants and Other Eating Places,"1,746",90.4,9.6,"1,579"
"HancockCounty,Ohio",7225,Restaurants and Other Eating Places,147,95.9,4.1,141
"HardinCounty,Ohio",7225,Restaurants and Other Eating Places,44,84.1,15.9,37
"HarrisonCounty,Ohio",7225,Restaurants and Other Eating Places,23,69.6,30.4,16
"HenryCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,48
"HighlandCounty,Ohio",7225,Restaurants and Other Eating Places,55,89.1,10.9,49
"HockingCounty,Ohio",7225,Restaurants and Other Eating Places,41,87.8,12.2,36
"HolmesCounty,Ohio",7225,Restaurants and Other Eating Places,44,81.8,18.2,36
"HuronCounty,Ohio",7225,Restaurants and Other Eating Places,103,88.3,11.7,91
"JacksonCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,43
"JeffersonCounty,Ohio",7225,Restaurants and Other Eating Places,110,88.2,11.8,97
"KnoxCounty,Ohio",7225,Restaurants and Other Eating Places,93,81.7,18.3,76
"LakeCounty,Ohio",7225,Restaurants and Other Eating Places,485,88.9,11.1,431
"LawrenceCounty,Ohio",7225,Restaurants and Other Eating Places,60,88.3,11.7,53
"LickingCounty,Ohio",7225,Restaurants and Other Eating Places,277,89.2,10.8,247
"LoganCounty,Ohio",7225,Restaurants and Other Eating Places,91,89,11,81
"LorainCounty,Ohio",7225,Restaurants and Other Eating Places,433,91.5,8.5,396
"LucasCounty,Ohio",7225,Restaurants and Other Eating Places,901,91.2,8.8,822
"MadisonCounty,Ohio",7225,Restaurants and Other Eating Places,43,86,14,37
"MahoningCounty,Ohio",7225,Restaurants and Other Eating Places,472,86.9,13.1,410
"MarionCounty,Ohio",7225,Restaurants and Other Eating Places,99,86.9,13.1,86
"MedinaCounty,Ohio",7225,Restaurants and Other Eating Places,278,92.8,7.2,258
"MeigsCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,20
"MercerCounty,Ohio",7225,Restaurants and Other Eating Places,84,89.3,10.7,75
"MiamiCounty,Ohio",7225,Restaurants and Other Eating Places,175,91.4,8.6,160
"MonroeCounty,Ohio",7225,Restaurants and Other Eating Places,20,80,20,16
"MontgomeryCounty,Ohio",7225,Restaurants and Other Eating Places,"1,000",90.5,9.5,905
"MorganCounty,Ohio",7225,Restaurants and Other Eating Places,17,70.6,29.4,12
"MorrowCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,22
"MuskingumCounty,Ohio",7225,Restaurants and Other Eating Places,152,86.8,13.2,132
"NobleCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,15
"OttawaCounty,Ohio",7225,Restaurants and Other Eating Places,117,94,6,110
"PauldingCounty,Ohio",7225,Restaurants and Other Eating Places,26,76.9,23.1,20
"PerryCounty,Ohio",7225,Restaurants and Other Eating Places,38,84.2,15.8,32
"PickawayCounty,Ohio",7225,Restaurants and Other Eating Places,59,91.5,8.5,54
"PikeCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,30
"PortageCounty,Ohio",7225,Restaurants and Other Eating Places,277,92.4,7.6,256
"PrebleCounty,Ohio",7225,Restaurants and Other Eating Places,58,84.5,15.5,49
"PutnamCounty,Ohio",7225,Restaurants and Other Eating Places,D,D,D,49
"RichlandCounty,Ohio",7225,Restaurants and Other Eating Places,191,91.6,8.4,175
"RossCounty,Ohio",7225,Restaurants and Other Eating Places,117,92.3,7.7,108
"SanduskyCounty,Ohio",7225,Restaurants and Other Eating Places,95,86.3,13.7,82
"SciotoCounty,Ohio",7225,Restaurants and Other Eating Places,125,92.8,7.2,116
"SenecaCounty,Ohio",7225,Restaurants and Other Eating Places,91,85.7,14.3,78
"ShelbyCounty,Ohio",7225,Restaurants and Other Eating Places,68,89.7,10.3,61
"StarkCounty,Ohio",7225,Restaurants and Other Eating Places,736,89.3,10.7,657
"SummitCounty,Ohio",7225,Restaurants and Other Eating Places,"1,047",90.8,9.2,951
"TrumbullCounty,Ohio",7225,Restaurants and Other Eating Places,354,86.4,13.6,306
"TuscarawasCounty,Ohio",7225,Restaurants and Other Eating Places,186,90.9,9.1,169
"UnionCounty,Ohio",7225,Restaurants and Other Eating Places,78,83.3,16.7,65
"VanWertCounty,Ohio",7225,Restaurants and Other Eating Places,44,88.6,11.4,39
"VintonCounty,Ohio",7225,Restaurants and Other Eating Places,11,63.6,36.4,7
"WarrenCounty,Ohio",7225,Restaurants and Other Eating Places,322,91.6,8.4,295
"WashingtonCounty,Ohio",7225,Restaurants and Other Eating Places,99,96,4,95
"WayneCounty,Ohio",7225,Restaurants and Other Eating Places,171,89.5,10.5,153
"WilliamsCounty,Ohio",7225,Restaurants and Other Eating Places,56,91.1,8.9,51
"WoodCounty,Ohio",7225,Restaurants and Other Eating Places,259,93.4,6.6,242
"WyandotCounty,Ohio",7225,Restaurants and Other Eating Places,39,89.7,10.3,35
"AdairCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,18
"AlfalfaCounty,Oklahoma",7225,Restaurants and Other Eating Places,12,66.7,33.3,8
"AtokaCounty,Oklahoma",7225,Restaurants and Other Eating Places,22,77.3,22.7,17
"BeaverCounty,Oklahoma",7225,Restaurants and Other Eating Places,9,55.6,44.4,5
"BeckhamCounty,Oklahoma",7225,Restaurants and Other Eating Places,54,81.5,18.5,44
"BlaineCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,14
"BryanCounty,Oklahoma",7225,Restaurants and Other Eating Places,59,88.1,11.9,52
"CaddoCounty,Oklahoma",7225,Restaurants and Other Eating Places,46,69.6,30.4,32
"CanadianCounty,Oklahoma",7225,Restaurants and Other Eating Places,196,86.7,13.3,170
"CarterCounty,Oklahoma",7225,Restaurants and Other Eating Places,101,83.2,16.8,84
"CherokeeCounty,Oklahoma",7225,Restaurants and Other Eating Places,73,78.1,21.9,57
"ChoctawCounty,Oklahoma",7225,Restaurants and Other Eating Places,24,75,25,18
"CimarronCounty,Oklahoma",7225,Restaurants and Other Eating Places,9,44.4,55.6,4
"ClevelandCounty,Oklahoma",7225,Restaurants and Other Eating Places,508,89,11,452
"CoalCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,7
"ComancheCounty,Oklahoma",7225,Restaurants and Other Eating Places,230,83.5,16.5,192
"CottonCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,6
"CraigCounty,Oklahoma",7225,Restaurants and Other Eating Places,27,77.8,22.2,21
"CreekCounty,Oklahoma",7225,Restaurants and Other Eating Places,89,79.8,20.2,71
"CusterCounty,Oklahoma",7225,Restaurants and Other Eating Places,68,89.7,10.3,61
"DelawareCounty,Oklahoma",7225,Restaurants and Other Eating Places,56,78.6,21.4,44
"DeweyCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,4
"EllisCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,6
"GarfieldCounty,Oklahoma",7225,Restaurants and Other Eating Places,109,82.6,17.4,90
"GarvinCounty,Oklahoma",7225,Restaurants and Other Eating Places,63,71.4,28.6,45
"GradyCounty,Oklahoma",7225,Restaurants and Other Eating Places,74,81.1,18.9,60
"GrantCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,2
"GreerCounty,Oklahoma",7225,Restaurants and Other Eating Places,10,50,50,5
"HarperCounty,Oklahoma",7225,Restaurants and Other Eating Places,7,28.6,71.4,2
"HaskellCounty,Oklahoma",7225,Restaurants and Other Eating Places,23,47.8,52.2,11
"HughesCounty,Oklahoma",7225,Restaurants and Other Eating Places,18,77.8,22.2,14
"JacksonCounty,Oklahoma",7225,Restaurants and Other Eating Places,47,80.9,19.1,38
"JeffersonCounty,Oklahoma",7225,Restaurants and Other Eating Places,D,D,D,8
"JohnstonCounty,Oklahoma",7225,Restaurants and Other Eating Places,15,53.3,46.7,8
"KayCounty,Oklahoma",7225,Restaurants and Other Eating Places,95,85.3,14.7,81
"KingfisherCounty,Oklahoma",7225,Restaurants and Other Eating Places,36,77.8,22.2,28
"KiowaCounty,Oklahoma",7225,Restaurants and Other Eating Places,15,60,40,9
"LatimerCounty,Oklahoma",7225,Restaurants and Other Eating Places,12,33.3,66.7,4
