,Location,Obesity Percentage,Lower Limit,Upper Limit,Population
2847,"Terrebonne Parish,  Louisiana",41.4,36.2,46.3,
2848,"Terrell County,  Georgia",33,16.2,52.4,
2849,"Terrell County,  Texas",25.6,14.9,40.2,
2850,"Terry County,  Texas",34.5,22.1,48.2,
2851,"Teton County,  Idaho",20.9,14.9,27.4,
2852,"Teton County,  Montana",23.8,17.7,30.7,
2853,"Teton County,  Wyoming",12.3,9.6,15.3,
2854,"Texas County,  Missouri",30.7,23.4,38.7,
2855,"Texas County,  Oklahoma",31.7,25.1,39.1,
2856,"Thayer County,  Nebraska",32.4,26.4,38.7,
2857,"Thomas County,  Georgia",32.4,23.3,42.6,
2858,"Thomas County,  Kansas",33.4,27.4,40.1,
2859,"Thomas County,  Nebraska",27,19.4,36.1,
2860,"Throckmorton County,  Texas",24.8,15,37.1,
2861,"Thurston County,  Nebraska",44.4,39.3,49.7,
2862,"Thurston County,  Washington",29.8,27.2,32.4,"286,419.00"
2863,"Tift County,  Georgia",36,27.6,45.5,
2864,"Tillamook County,  Oregon",32.9,24.8,41.6,
2865,"Tillman County,  Oklahoma",44,32.7,56.2,
2866,"Tioga County,  New York",34.8,30,39.4,
2867,"Tioga County,  Pennsylvania",36.1,28.5,43.5,
2868,"Tippah County,  Mississippi",40.2,31.6,49.2,
2869,"Tippecanoe County,  Indiana",32.7,29.1,36.5,
2870,"Tipton County,  Indiana",34.5,26,44.1,
2871,"Tipton County,  Tennessee",32.1,25.1,39.5,
2872,"Tishomingo County,  Mississippi",37.6,29.4,46.2,
2873,"Titus County,  Texas",30.8,18.8,44.7,
2874,"Toa Alta Municipio,  Puerto Rico",No Data,No Data,No Data,
2875,"Toa Baja Municipio,  Puerto Rico",No Data,No Data,No Data,
2876,"Todd County,  Kentucky",35.8,27,45.3,
2877,"Todd County,  Minnesota",37.3,31.3,43.8,
2878,"Todd County,  South Dakota",38.5,34.6,43,
2879,"Tolland County,  Connecticut",24.5,22.2,27.2,
2880,"Tom Green County,  Texas",29.1,23.1,36,
2881,"Tompkins County,  New York",23,19.5,26.4,
2882,"Tooele County,  Utah",34.1,31.6,36.7,
2883,"Toole County,  Montana",25.4,18.8,33.4,
2884,"Toombs County,  Georgia",48.6,35.4,61.3,
2885,"Torrance County,  New Mexico",24.7,17.4,32.2,
2886,"Towner County,  North Dakota",36.4,27.1,46.1,
2887,"Towns County,  Georgia",25.8,16.4,38.7,
2888,"Traill County,  North Dakota",37.6,31,45.1,
2889,"Transylvania County,  North Carolina",27.1,20.9,34.1,
2890,"Traverse County,  Minnesota",32.4,23.4,44.1,
2891,"Travis County,  Texas",22,20.2,23.7,"1,248,743.00"
2892,"Treasure County,  Montana",32.5,20.4,46.9,
2893,"Trego County,  Kansas",36.8,28,46.8,
2894,"Trempealeau County,  Wisconsin",29.4,21.4,38.8,
2895,"Treutlen County,  Georgia",35.8,23.5,49.7,
2896,"Trigg County,  Kentucky",32.5,24.9,41.2,
2897,"Trimble County,  Kentucky",36.3,26,47.8,
2898,"Trinity County,  California",33.4,21.5,46.8,
2899,"Trinity County,  Texas",40.4,26.6,55.7,
2900,"Tripp County,  South Dakota",35.7,25.9,47.8,
2901,"Troup County,  Georgia",40.3,29.5,52.3,
2902,"Trousdale County,  Tennessee",22.2,13.3,34.9,
2903,"Trujillo Alto Municipio,  Puerto Rico",No Data,No Data,No Data,
2904,"Trumbull County,  Ohio",39,34.1,44.4,
2905,"Tucker County,  West Virginia",31.2,23,41.1,
2906,"Tulare County,  California",37.1,30.7,44,"465,861.00"
2907,"Tulsa County,  Oklahoma",31.1,29.1,33.2,"648,360.00"
2908,"Tunica County,  Mississippi",40,29.8,50.3,
2909,"Tuolumne County,  California",33,23.8,42.9,
2910,"Turner County,  Georgia",38.9,25,54.2,
2911,"Turner County,  South Dakota",38.1,30.8,45.5,
2912,"Tuscaloosa County,  Alabama",34.6,31.8,37.6,
2913,"Tuscarawas County,  Ohio",33,29,37.4,
2914,"Tuscola County,  Michigan",30.6,24.1,37.9,
2915,"Twiggs County,  Georgia",35.8,19.7,53.8,
2916,"Twin Falls County,  Idaho",33,29.3,36.7,
2917,"Tyler County,  Texas",33.5,23.6,45.7,
2918,"Tyler County,  West Virginia",37.5,28.2,47.2,
2919,"Tyrrell County,  North Carolina",43.4,28.6,59.7,
2920,"Uinta County,  Wyoming",35.6,30.3,40.5,
2921,"Uintah County,  Utah",35.2,31.9,38.3,
2922,"Ulster County,  New York",28.4,24.9,32,
2923,"Umatilla County,  Oregon",35.2,29.4,41.6,
2924,"Unicoi County,  Tennessee",32.8,23.8,43.4,
2925,"Union County,  Arkansas",34.4,27.6,41.4,
2926,"Union County,  Florida",36.6,31.8,41.3,
2927,"Union County,  Georgia",26.4,17.8,37.5,
2928,"Union County,  Illinois",37.3,24.9,51.7,
2929,"Union County,  Indiana",23.3,15.3,33.4,
2930,"Union County,  Iowa",41.1,32.3,50.5,
2931,"Union County,  Kentucky",31.2,24.2,39.1,
2932,"Union County,  Mississippi",40.1,31.8,48.6,
2933,"Union County,  New Jersey",24.6,22.1,27.3,"558,067.00"
2934,"Union County,  New Mexico",31.9,22.5,42.3,
2935,"Union County,  North Carolina",31.7,25.8,38,"235,908.00"
2936,"Union County,  Ohio",32.6,27.3,38.2,
2937,"Union County,  Oregon",38.8,31.1,47.6,
2938,"Union County,  Pennsylvania",33.6,25.2,42.4,
2939,"Union County,  South Carolina",39,31.4,46.3,
2940,"Union County,  South Dakota",29.2,22.6,36.4,
2941,"Union County,  Tennessee",33.5,22,46,
2942,"Union Parish,  Louisiana",38.5,29.8,47.5,
2943,"Upshur County,  Texas",30.5,20.9,42.1,
2944,"Upshur County,  West Virginia",32,26.6,38.1,
2945,"Upson County,  Georgia",26.3,17.2,38.1,
2946,"Upton County,  Texas",23.6,14.3,37.3,
2947,"Utah County,  Utah",25.8,24.4,27.1,"622,213.00"
2948,"Utuado Municipio,  Puerto Rico",No Data,No Data,No Data,
2949,"Uvalde County,  Texas",31.5,20.1,45.2,
2950,"Val Verde County,  Texas",25.3,16.6,36.3,
2951,"Valdez-Cordova Census Area,  Alaska",34.1,27.5,41,
2952,"Valencia County,  New Mexico",31.5,26.2,37.2,
2953,"Valley County,  Idaho",27.5,19.5,37.3,
2954,"Valley County,  Montana",30.4,24.7,36.5,
2955,"Valley County,  Nebraska",32,26.1,38.5,
2956,"Van Buren County,  Arkansas",38.5,30.9,46.9,
2957,"Van Buren County,  Iowa",32.9,23.8,43.6,
2958,"Van Buren County,  Michigan",33.2,26.6,40.3,
2959,"Van Buren County,  Tennessee",31.1,20.7,42.4,
2960,"Van Wert County,  Ohio",41,33.3,49.4,
2961,"Van Zandt County,  Texas",25.1,16.9,34.9,
2962,"Vance County,  North Carolina",34.3,23.4,47.1,
2963,"Vanderburgh County,  Indiana",34.1,30.3,38.1,
2964,"Vega Alta Municipio,  Puerto Rico",No Data,No Data,No Data,
2965,"Vega Baja Municipio,  Puerto Rico",No Data,No Data,No Data,
2966,"Venango County,  Pennsylvania",40.8,32.4,49.6,
2967,"Ventura County,  California",20.3,17,23.8,"850,967.00"
2968,"Vermilion County,  Illinois",41.5,32.3,50.8,
2969,"Vermilion Parish,  Louisiana",38.8,31.8,46.7,
2970,"Vermillion County,  Indiana",41.2,32.1,50.2,
2971,"Vernon County,  Missouri",27.3,19,38.1,
2972,"Vernon County,  Wisconsin",31.4,23.7,40,
2973,"Vernon Parish,  Louisiana",35.8,29.2,43.2,
2974,"Victoria County,  Texas",36.5,28.3,45.5,
2975,"Vieques Municipio,  Puerto Rico",No Data,No Data,No Data,
2976,"Vigo County,  Indiana",34.5,29.1,39.7,
2977,"Vilas County,  Wisconsin",32.1,26.6,37.5,
2978,"Villalba Municipio,  Puerto Rico",No Data,No Data,No Data,
2979,"Vinton County,  Ohio",36.3,28.3,45.1,
2980,"Virginia Beach City,  Virginia",26.7,24,29.5,
2981,"Volusia County,  Florida",30.1,27.1,33.4,"547,538.00"
2982,"Wabash County,  Illinois",35.5,23.3,50.2,
2983,"Wabash County,  Indiana",34.1,26.7,42.4,
2984,"Wabasha County,  Minnesota",36.3,30.2,43.2,
2985,"Wabaunsee County,  Kansas",32.3,25.7,40.2,
2986,"Wade Hampton Census Area,  Alaska",No Data,No Data,No Data,
2987,"Wadena County,  Minnesota",34.6,27.5,41.7,
2988,"Wagoner County,  Oklahoma",35.5,30.2,40.9,
2989,"Wahkiakum County,  Washington",35.6,29.7,41.9,
2990,"Wake County,  North Carolina",24.8,22.5,27.2,"1,092,305.00"
2991,"Wakulla County,  Florida",39.4,34.9,43.7,
2992,"Waldo County,  Maine",31.1,28.2,34,
2993,"Walker County,  Alabama",40.1,34.9,45.3,
2994,"Walker County,  Georgia",37.1,29.7,45.8,
2995,"Walker County,  Texas",35.9,25.1,47.9,
2996,"Walla Walla County,  Washington",27.2,22.5,32.1,
2997,"Wallace County,  Kansas",24.9,16.9,35.2,
2998,"Waller County,  Texas",36.1,32.5,39.9,
2999,"Wallowa County,  Oregon",29.7,21.2,40.2,
3000,"Walsh County,  North Dakota",34.4,28.1,40.8,
3001,"Walthall County,  Mississippi",36.8,29.4,44.2,
3002,"Walton County,  Florida",31.9,28,36.2,
3003,"Walton County,  Georgia",27.8,21.5,34.9,
3004,"Walworth County,  South Dakota",31.7,21.9,44,
3005,"Walworth County,  Wisconsin",29.2,23.7,35.5,
3006,"Wapello County,  Iowa",32.2,25.4,39.8,
3007,"Ward County,  North Dakota",33.5,30.8,36.3,
3008,"Ward County,  Texas",42.5,29.3,57.4,
3009,"Ware County,  Georgia",36.2,26.5,46.2,
3010,"Warren County,  Georgia",57.9,38.1,75.4,
3011,"Warren County,  Illinois",25.4,15.8,38.3,
3012,"Warren County,  Indiana",34.1,24.5,44.8,
3013,"Warren County,  Iowa",33.9,28.3,39.8,
3014,"Warren County,  Kentucky",29.5,25.9,33.3,
3015,"Warren County,  Mississippi",35.9,28.5,43.7,
3016,"Warren County,  Missouri",36.6,27.8,45.4,
3017,"Warren County,  New Jersey",28.7,25.9,31.8,
3018,"Warren County,  New York",30.7,26.8,34.7,
3019,"Warren County,  North Carolina",40.8,26.6,55.4,
3020,"Warren County,  Ohio",27.4,22.9,32.4,"232,173.00"
3021,"Warren County,  Pennsylvania",28.7,21.5,36.2,
3022,"Warren County,  Tennessee",38.1,29.4,46.6,
3023,"Warren County,  Virginia",32.1,24.7,40.1,
3024,"Warrick County,  Indiana",34.7,28.6,41.1,
3025,"Wasatch County,  Utah",23.5,20.5,26.8,
3026,"Wasco County,  Oregon",28.2,21,36.2,
3027,"Waseca County,  Minnesota",32.9,26.2,40.6,
3028,"Washakie County,  Wyoming",28.7,22.9,35.4,
3029,"Washburn County,  Wisconsin",29.6,21.6,38.9,
3030,"Washington County,  Alabama",32.8,24.5,41.6,
3031,"Washington County,  Arkansas",29.9,26.6,33.3,"236,961.00"
3032,"Washington County,  Colorado",32.3,23.8,41.6,
3033,"Washington County,  Florida",38,33.9,41.9,
3034,"Washington County,  Georgia",36.2,25.3,48.9,
3035,"Washington County,  Idaho",35.2,27.4,43.1,
3036,"Washington County,  Illinois",27.3,17.6,38.7,
3037,"Washington County,  Indiana",40.2,32.5,48.3,
3038,"Washington County,  Iowa",34,26.9,41,
3039,"Washington County,  Kansas",33.4,26.5,40.8,
3040,"Washington County,  Kentucky",34.5,24.7,45,
3041,"Washington County,  Maine",32.8,29.5,36,
3042,"Washington County,  Maryland",36.2,33.3,39,
3043,"Washington County,  Minnesota",24.3,22.2,26.7,"259,201.00"
3044,"Washington County,  Mississippi",43.5,38.6,48.6,
3045,"Washington County,  Missouri",31,23.1,38.8,
3046,"Washington County,  Nebraska",31.8,27.4,36.5,
3047,"Washington County,  New York",34.1,30.2,38.1,
3048,"Washington County,  North Carolina",42.3,31.6,54.3,
3049,"Washington County,  Ohio",37.2,33,41.4,
3050,"Washington County,  Oklahoma",38.5,32.7,44.5,
3051,"Washington County,  Oregon",29.7,27.5,32.1,"597,695.00"
3052,"Washington County,  Pennsylvania",33.9,29.2,38.9,
3053,"Washington County,  Rhode Island",24,22,26.2,
3054,"Washington County,  Tennessee",30.7,26.3,35.9,
3055,"Washington County,  Texas",29.5,19.4,41.6,
3056,"Washington County,  Utah",23.5,21.1,25.9,
3057,"Washington County,  Vermont",22.7,20.6,24.9,
3058,"Washington County,  Virginia",30.3,24.7,36.5,
3059,"Washington County,  Wisconsin",32.4,26.8,38,
3060,"Washington Parish,  Louisiana",42.8,36.4,49.8,
3061,"Washita County,  Oklahoma",28.7,21.2,38.2,
3062,"Washoe County,  Nevada",23.1,21.3,25,"465,735.00"
3063,"Washtenaw County,  Michigan",24.4,22,27,"370,963.00"
3064,"Watauga County,  North Carolina",17,12.2,23.4,
3065,"Watonwan County,  Minnesota",31.7,23.8,39.5,
3066,"Waukesha County,  Wisconsin",26,22.4,29.4,"403,072.00"
3067,"Waupaca County,  Wisconsin",37.2,29.3,44.8,
3068,"Waushara County,  Wisconsin",36.4,27.7,45.8,
3069,"Wayne County,  Georgia",40.9,30.1,53.3,
3070,"Wayne County,  Illinois",30.8,19.4,44.9,
3071,"Wayne County,  Indiana",37.7,31.9,43.5,
3072,"Wayne County,  Iowa",39.2,28.1,50.8,
3073,"Wayne County,  Kentucky",40.3,32.7,47.7,
3074,"Wayne County,  Michigan",34.4,32.8,36,"1,753,893.00"
3075,"Wayne County,  Mississippi",42.7,34.4,51.6,
3076,"Wayne County,  Missouri",34.2,24.7,43.8,
3077,"Wayne County,  Nebraska",34.8,30.4,39.3,
3078,"Wayne County,  New York",36.4,32.2,40.7,
3079,"Wayne County,  North Carolina",38,32.6,43.4,
3080,"Wayne County,  Ohio",26.7,20.8,33.5,
3081,"Wayne County,  Pennsylvania",30.8,21.5,41,
3082,"Wayne County,  Tennessee",34.9,25.5,44.5,
3083,"Wayne County,  Utah",20.9,14,29.8,
3084,"Wayne County,  West Virginia",40.5,35.4,45.5,
3085,"Waynesboro City,  Virginia",39.7,26.8,54.4,
3086,"Weakley County,  Tennessee",39,31.5,46.8,
3087,"Webb County,  Texas",37.7,27.5,49.2,"275,910.00"
3088,"Weber County,  Utah",31.2,29.1,33.1,"256,359.00"
3089,"Webster County,  Georgia",25.2,12.6,43.2,
3090,"Webster County,  Iowa",37.6,31.8,43.8,
3091,"Webster County,  Kentucky",35.8,27.1,45,
3092,"Webster County,  Mississippi",33.2,23.6,43.3,
3093,"Webster County,  Missouri",26.6,18.4,36.7,
3094,"Webster County,  Nebraska",33.7,27.7,40.6,
3095,"Webster County,  West Virginia",39.7,30.7,49.6,
3096,"Webster Parish,  Louisiana",32.7,25,40.6,
3097,"Weld County,  Colorado",28.8,26.6,31.3,"314,305.00"
3098,"Wells County,  Indiana",34.2,26.4,41.9,
3099,"Wells County,  North Dakota",37.1,30,45,
3100,"West Baton Rouge Parish,  Louisiana",37.7,27,48.3,
3101,"West Carroll Parish,  Louisiana",47.4,35.6,59.9,
3102,"West Feliciana Parish,  Louisiana",21.1,11.1,35.4,
3103,"Westchester County,  New York",20.3,18.3,22.3,"967,612.00"
3104,"Westmoreland County,  Pennsylvania",30.6,26.7,34.7,"350,611.00"
3105,"Westmoreland County,  Virginia",34.4,25,45.5,
3106,"Weston County,  Wyoming",32.9,27.2,39.5,
3107,"Wetzel County,  West Virginia",34,27.1,41.6,
3108,"Wexford County,  Michigan",36.9,29.3,44.2,
3109,"Wharton County,  Texas",36.8,24.7,50.2,
3110,"Whatcom County,  Washington",27.8,25.1,30.9,"225,685.00"
3111,"Wheatland County,  Montana",31.9,21.9,44.1,
3112,"Wheeler County,  Georgia",31.9,18.6,48.9,
3113,"Wheeler County,  Nebraska",28.4,20.6,37.7,
3114,"Wheeler County,  Oregon",26.1,16,38.1,
3115,"Wheeler County,  Texas",25.4,15.5,40.2,
3116,"White County,  Arkansas",31.5,25.8,37.6,
3117,"White County,  Georgia",28.6,19.2,40.2,
3118,"White County,  Illinois",29,18.4,43.4,
3119,"White County,  Indiana",28.5,21.5,36.5,
3120,"White County,  Tennessee",31.2,22.6,40.2,
3121,"White Pine County,  Nevada",32.9,24.8,41.9,
3122,"Whiteside County,  Illinois",33.5,24.9,42.5,
3123,"Whitfield County,  Georgia",34.5,27.6,42.4,
3124,"Whitley County,  Indiana",36,28.8,44.2,
3125,"Whitley County,  Kentucky",33.4,27.8,39.6,
3126,"Whitman County,  Washington",28.4,24.7,32.6,
3127,"Wibaux County,  Montana",29.5,19.3,42,
3128,"Wichita County,  Kansas",36.2,29,43.6,
3129,"Wichita County,  Texas",35.3,31.9,38.8,
3130,"Wicomico County,  Maryland",35.9,32.6,39.2,
3131,"Wilbarger County,  Texas",34.2,22.7,46.6,
3132,"Wilcox County,  Alabama",47.5,39.2,56.3,
3133,"Wilcox County,  Georgia",40.7,27.9,53.5,
3134,"Wilkes County,  Georgia",29.8,18.8,44.5,
3135,"Wilkes County,  North Carolina",43.5,35.7,52,
3136,"Wilkin County,  Minnesota",28.9,20.8,38.1,
3137,"Wilkinson County,  Georgia",35.4,22.2,50.8,
3138,"Wilkinson County,  Mississippi",37.5,28.7,46.5,
3139,"Will County,  Illinois",31.4,28.1,35.2,"692,310.00"
3140,"Willacy County,  Texas",40.3,27,54.3,
3141,"Williams County,  North Dakota",36.7,32.9,40.3,
3142,"Williams County,  Ohio",34.9,27.7,42.9,
3143,"Williamsburg City,  Virginia",34.6,23,47.7,
3144,"Williamsburg County,  South Carolina",41.9,37.3,46.7,
3145,"Williamson County,  Illinois",26.3,18.6,34.9,
3146,"Williamson County,  Tennessee",20.7,16.3,26,"231,729.00"
3147,"Williamson County,  Texas",29.8,26.5,33.4,"566,719.00"
3148,"Wilson County,  Kansas",40.7,34.5,47.5,
3149,"Wilson County,  North Carolina",32.2,23.7,41.2,
3150,"Wilson County,  Tennessee",37.1,30.4,44.1,
3151,"Wilson County,  Texas",32.9,21.4,45.1,
3152,"Winchester City,  Virginia",33.9,23.7,45.2,
3153,"Windham County,  Connecticut",29.9,27,32.8,
3154,"Windham County,  Vermont",24.1,21.6,26.8,
3155,"Windsor County,  Vermont",27,24.6,29.6,
3156,"Winkler County,  Texas",37.4,24.4,51.7,
3157,"Winn Parish,  Louisiana",37.4,28.5,47.4,
3158,"Winnebago County,  Illinois",33.3,28.2,38.3,"284,081.00"
3159,"Winnebago County,  Iowa",40,29.8,49.5,
3160,"Winnebago County,  Wisconsin",36.5,31.4,42,
3161,"Winneshiek County,  Iowa",33,26,40.5,
3162,"Winona County,  Minnesota",29.5,24.8,34.5,
3163,"Winston County,  Alabama",37.8,29.7,46.4,
3164,"Winston County,  Mississippi",39.3,32,47.2,
3165,"Wirt County,  West Virginia",39.2,29.1,49.5,
3166,"Wise County,  Texas",32.6,21.8,44.5,
3167,"Wise County,  Virginia",35.1,28.2,42.4,
3168,"Wolfe County,  Kentucky",36.4,28.4,44,
3169,"Wood County,  Ohio",34.3,29.5,39.3,
3170,"Wood County,  Texas",27.7,19.1,37.9,
3171,"Wood County,  West Virginia",38.6,34.8,42.4,
3172,"Wood County,  Wisconsin",28.5,22.4,34.9,
3173,"Woodbury County,  Iowa",35.4,31,39.8,
3174,"Woodford County,  Illinois",26,17.7,36.8,
3175,"Woodford County,  Kentucky",32.3,23.6,43.2,
3176,"Woodruff County,  Arkansas",42.5,26.7,58.5,
3177,"Woods County,  Oklahoma",35.1,26.4,44.4,
3178,"Woodson County,  Kansas",38.4,29.5,48.4,
3179,"Woodward County,  Oklahoma",29.7,23.4,36.8,
3180,"Worcester County,  Maryland",35,30.7,39.5,
3181,"Worcester County,  Massachusetts",26.6,24.8,28.4,"830,839.00"
3182,"Worth County,  Georgia",51.7,38.9,63.9,
3183,"Worth County,  Iowa",31.8,23,41.8,
3184,"Worth County,  Missouri",23.8,14.9,35.8,
3185,"Wrangell City and Borough,  Alaska",43.1,30.9,55.3,
3186,"Wrangell-Petersburg Census Area,  Alaska",No Data,No Data,No Data,
3187,"Wright County,  Iowa",36.8,27.6,46.5,
3188,"Wright County,  Minnesota",31.3,28,34.8,
3189,"Wright County,  Missouri",28.9,20.6,39.7,
3190,"Wyandot County,  Ohio",36.6,28.3,45.4,
3191,"Wyandotte County,  Kansas",39.3,37.2,41.5,
3192,"Wyoming County,  New York",38,33.5,42.9,
3193,"Wyoming County,  Pennsylvania",34.3,25.1,43.7,
3194,"Wyoming County,  West Virginia",36.1,29.4,43.3,
3195,"Wythe County,  Virginia",35.1,27.1,44.1,
3196,"Yabucoa Municipio,  Puerto Rico",No Data,No Data,No Data,
3197,"Yadkin County,  North Carolina",39.4,28.3,52,
3198,"Yakima County,  Washington",35,31.5,38.5,"251,446.00"
3199,"Yakutat City and Borough,  Alaska",31.4,16,51.1,
3200,"Yalobusha County,  Mississippi",33.4,24.8,42.5,
3201,"Yamhill County,  Oregon",33.4,28.2,38.7,
3202,"Yancey County,  North Carolina",30,19.4,43.2,
3203,"Yankton County,  South Dakota",37.6,31,44.8,
3204,"Yates County,  New York",28.9,24.6,33.8,
3205,"Yauco Municipio,  Puerto Rico",No Data,No Data,No Data,
3206,"Yavapai County,  Arizona",23,19.9,26.1,"231,993.00"
3207,"Yazoo County,  Mississippi",41.1,31.4,51.6,
3208,"Yell County,  Arkansas",38.5,29.5,48,
3209,"Yellow Medicine County,  Minnesota",35.3,26.7,44.4,
3210,"Yellowstone County,  Montana",26.5,24.3,28.9,
3211,"Yoakum County,  Texas",33,18.7,48.4,
3212,"Yolo County,  California",24,19.3,29.4,
3213,"York County,  Maine",29.5,27.5,31.5,
3214,"York County,  Nebraska",36.4,32.3,40.6,
3215,"York County,  Pennsylvania",31,27.1,35.4,"448,273.00"
3216,"York County,  South Carolina",32.1,29.4,34.8,"274,118.00"
3217,"York County,  Virginia",26.6,21.1,32.8,
3218,"Young County,  Texas",34.6,23,47.1,
3219,"Yuba County,  California",34.4,25.7,43.5,
3220,"Yukon-Koyukuk Census Area,  Alaska",30.3,25,35.7,
3221,"Yuma County,  Arizona",37.5,32.8,42.6,
3222,"Yuma County,  Colorado",27.3,20.8,34.3,
3223,"Zapata County,  Texas",31.3,18.1,47.2,
3224,"Zavala County,  Texas",24.3,14.4,37.6,
3225,"Ziebach County,  South Dakota",51.3,45,58,
3226,"Baltimore city,  Maryland",,,,"602,495.00"
3227,"Chesapeake city,  Virginia",,,,"242,634.00"
3228,"DeKalb County,  Georgia",,,,"756,558.00"
3229,"District of Columbia,  District of Columbia",,,,"702,455.00"
3230,"DuPage County,  Illinois",,,,"928,589.00"
3231,"McHenry County,  Illinois",,,,"308,570.00"
3232,"McLennan County,  Texas",,,,"254,607.00"
3233,"Norfolk city,  Virginia",,,,"244,076.00"
3234,"Prince George's County,  Maryland",,,,"909,308.00"
3235,"Richmond city,  Virginia",,,,"228,783.00"
3236,"St. Louis city,  Missouri",,,,"302,838.00"
3237,"Virginia Beach city,  Virginia",,,,"450,189.00"
3238,,,,,"702,455.00"
