,Location,Obesity Percentage,Lower Limit,Upper Limit,Population
968,"Floyd County,  Virginia",29.5,22.2,38,
969,"Fluvanna County,  Virginia",30.4,21.9,39.3,
970,"Foard County,  Texas",27.7,16.1,42.7,
971,"Fond Du Lac County,  Wisconsin",34.1,28.5,40.2,
972,"Ford County,  Illinois",24.4,15,36.5,
973,"Ford County,  Kansas",30.7,26,35.5,
974,"Forest County,  Pennsylvania",34.4,22.8,48.2,
975,"Forest County,  Wisconsin",29.5,21.8,37.8,
976,"Forrest County,  Mississippi",31.4,27.1,36.1,
977,"Forsyth County,  Georgia",26.7,21.2,32.5,"236,612.00"
978,"Forsyth County,  North Carolina",32.8,29,36.7,"379,099.00"
979,"Fort Bend County,  Texas",28.7,23,34.8,"787,858.00"
980,"Foster County,  North Dakota",35.8,27.4,45.1,
981,"Fountain County,  Indiana",31.7,22.4,42.2,
982,"Franklin City,  Virginia",49,35,61.6,
983,"Franklin County,  Alabama",34.2,27.3,42.1,
984,"Franklin County,  Arkansas",34,24,44.9,
985,"Franklin County,  Florida",36.3,31.8,40.8,
986,"Franklin County,  Georgia",32.7,22.2,44.9,
987,"Franklin County,  Idaho",33.4,26.7,40,
988,"Franklin County,  Illinois",25.9,17.3,36.7,
989,"Franklin County,  Indiana",36.9,28.3,45.8,
990,"Franklin County,  Iowa",46.8,36.3,57.7,
991,"Franklin County,  Kansas",32.6,28.4,36.5,
992,"Franklin County,  Kentucky",37.4,29.8,45.2,
993,"Franklin County,  Maine",34.3,31.3,37.5,
994,"Franklin County,  Massachusetts",28,23.2,33.6,
995,"Franklin County,  Mississippi",31.7,22.3,42.9,
996,"Franklin County,  Missouri",33.2,27.5,39.1,
997,"Franklin County,  Nebraska",30.3,22.8,38.5,
998,"Franklin County,  New York",33.8,29.6,37.9,
999,"Franklin County,  North Carolina",35.8,26.3,46,
1000,"Franklin County,  Ohio",29.8,27.9,31.7,"1,310,300.00"
1001,"Franklin County,  Pennsylvania",35,28.1,42,
1002,"Franklin County,  Tennessee",36.2,29.1,43.7,
1003,"Franklin County,  Texas",37.4,23.8,51.3,
1004,"Franklin County,  Vermont",34.2,31.5,36.8,
1005,"Franklin County,  Virginia",35.7,28.4,44.1,
1006,"Franklin County,  Washington",33.1,28,39.1,
1007,"Franklin Parish,  Louisiana",38.5,30.9,47.1,
1008,"Frederick County,  Maryland",28.7,26.7,30.9,"255,648.00"
1009,"Frederick County,  Virginia",31,25.3,36.9,
1010,"Fredericksburg City,  Virginia",31.8,23.9,40.6,
1011,"Freeborn County,  Minnesota",36.3,30.3,42.2,
1012,"Freestone County,  Texas",34.9,22.4,49.7,
1013,"Fremont County,  Colorado",27.5,23.4,31.8,
1014,"Fremont County,  Idaho",29.8,23,37.6,
1015,"Fremont County,  Iowa",32.1,24.2,41.7,
1016,"Fremont County,  Wyoming",29.4,26,32.7,
1017,"Fresno County,  California",31.4,27.8,35.5,"994,400.00"
1018,"Frio County,  Texas",25.1,15.5,38.1,
1019,"Frontier County,  Nebraska",44.9,36,53.5,
1020,"Fulton County,  Arkansas",27.7,20.7,36,
1021,"Fulton County,  Georgia",24.8,22.6,27.3,"1,050,114.00"
1022,"Fulton County,  Illinois",28.5,19,39,
1023,"Fulton County,  Indiana",38.7,30.1,47.9,
1024,"Fulton County,  Kentucky",39.9,27.6,53.5,
1025,"Fulton County,  New York",34,29.5,38,
1026,"Fulton County,  Ohio",30.5,23.8,38.2,
1027,"Fulton County,  Pennsylvania",27.4,17.1,39.3,
1028,"Furnas County,  Nebraska",34.6,28,41.4,
1029,"Gadsden County,  Florida",42.6,38.2,47.4,
1030,"Gage County,  Nebraska",38.6,34.7,42.3,
1031,"Gaines County,  Texas",33.8,23.3,46.1,
1032,"Galax City,  Virginia",28.6,17,43.3,
1033,"Gallatin County,  Illinois",22,13.5,35.1,
1034,"Gallatin County,  Kentucky",29.3,20,40.2,
1035,"Gallatin County,  Montana",17.1,14.6,19.5,
1036,"Gallia County,  Ohio",38.4,32.9,44.1,
1037,"Galveston County,  Texas",33.6,30.9,36.7,"337,890.00"
1038,"Garden County,  Nebraska",28.1,21.1,36.2,
1039,"Garfield County,  Colorado",23.1,18.7,27.5,
1040,"Garfield County,  Montana",26.6,18.1,36.7,
1041,"Garfield County,  Nebraska",27.1,20.6,34.6,
1042,"Garfield County,  Oklahoma",36.7,32.4,41.2,
1043,"Garfield County,  Utah",23.1,16.3,31.5,
1044,"Garfield County,  Washington",33.3,27.1,39.7,
1045,"Garland County,  Arkansas",29.4,24.5,34.6,
1046,"Garrard County,  Kentucky",39.3,29,50.2,
1047,"Garrett County,  Maryland",37.1,33.8,41,
1048,"Garvin County,  Oklahoma",35,28.4,41.8,
1049,"Garza County,  Texas",22.7,14.2,35.2,
1050,"Gasconade County,  Missouri",30,21.1,40.2,
1051,"Gaston County,  North Carolina",28.9,23.3,35.1,
1052,"Gates County,  North Carolina",44.7,32.6,57.6,
1053,"Geary County,  Kansas",38.9,34.4,43.4,
1054,"Geauga County,  Ohio",23.8,17.9,30.7,
1055,"Gem County,  Idaho",37.3,31,44,
1056,"Genesee County,  Michigan",34.7,31.7,37.5,"406,892.00"
1057,"Genesee County,  New York",36.9,32,41.6,
1058,"Geneva County,  Alabama",39.1,31.1,47.1,
1059,"Gentry County,  Missouri",28.8,20.6,38.6,
1060,"George County,  Mississippi",38.9,29.8,48.1,
1061,"Georgetown County,  South Carolina",34.9,30.9,38.9,
1062,"Gibson County,  Indiana",28.6,21.3,36.4,
1063,"Gibson County,  Tennessee",40.7,33.9,47.8,
1064,"Gila County,  Arizona",32.8,29,36.8,
1065,"Gilchrist County,  Florida",37.7,32.1,43.7,
1066,"Giles County,  Tennessee",34.4,25.4,44.6,
1067,"Giles County,  Virginia",34.2,25.4,43.9,
1068,"Gillespie County,  Texas",28.8,18.2,42.5,
1069,"Gilliam County,  Oregon",36.7,23.8,50.7,
1070,"Gilmer County,  Georgia",22.7,15.6,31.9,
1071,"Gilmer County,  West Virginia",39.9,30.7,49.2,
1072,"Gilpin County,  Colorado",25.8,18,35.3,
1073,"Glacier County,  Montana",36.8,33,40.7,
1074,"Glades County,  Florida",37,31.1,43.3,
1075,"Gladwin County,  Michigan",43.1,32.9,54,
1076,"Glascock County,  Georgia",24.6,14.2,39.7,
1077,"Glasscock County,  Texas",23,14.3,35.5,
1078,"Glenn County,  California",32.1,21.9,42.7,
1079,"Gloucester County,  New Jersey",30.5,27.6,33.2,"291,408.00"
1080,"Gloucester County,  Virginia",30.7,24.8,37.3,
1081,"Glynn County,  Georgia",33.5,25.7,41.9,
1082,"Gogebic County,  Michigan",31,21,43,
1083,"Golden Valley County,  Montana",24.8,15.6,37,
1084,"Golden Valley County,  North Dakota",32.8,23.5,43.4,
1085,"Goliad County,  Texas",27.1,17.1,39.8,
1086,"Gonzales County,  Texas",30,18.3,48.3,
1087,"Goochland County,  Virginia",26.4,18,36.2,
1088,"Goodhue County,  Minnesota",32.3,27.8,37,
1089,"Gooding County,  Idaho",33.9,26.9,41.3,
1090,"Gordon County,  Georgia",29.5,20.6,39.4,
1091,"Goshen County,  Wyoming",31.8,26.7,37.3,
1092,"Gosper County,  Nebraska",23.7,15.2,35.1,
1093,"Gove County,  Kansas",28.4,20.5,36.8,
1094,"Grady County,  Georgia",34.2,23.8,46,
1095,"Grady County,  Oklahoma",34.4,28.9,39.6,
1096,"Grafton County,  New Hampshire",23.3,20.5,26.4,
1097,"Graham County,  Arizona",34.9,28.8,41.4,
1098,"Graham County,  Kansas",30.3,21.7,39.4,
1099,"Graham County,  North Carolina",43.9,31.5,56.6,
1100,"Grainger County,  Tennessee",32.8,23.2,43,
1101,"Grand County,  Colorado",17.1,12.4,23.3,
1102,"Grand County,  Utah",23.4,18.1,29.7,
1103,"Grand Forks County,  North Dakota",31.2,28.4,34.1,
1104,"Grand Isle County,  Vermont",30.4,25.5,35.2,
1105,"Grand Traverse County,  Michigan",30.7,25.9,35.9,
1106,"Granite County,  Montana",21.5,14,30.2,
1107,"Grant County,  Arkansas",35.6,27.9,44.1,
1108,"Grant County,  Indiana",37.3,31.4,43.8,
1109,"Grant County,  Kansas",31.6,24.7,40,
1110,"Grant County,  Kentucky",33.2,24.7,42.1,
1111,"Grant County,  Minnesota",33.4,25.4,42.6,
1112,"Grant County,  Nebraska",33.5,22.9,45.4,
1113,"Grant County,  New Mexico",27.1,22,33.1,
1114,"Grant County,  North Dakota",27.7,20.5,36.2,
1115,"Grant County,  Oklahoma",27.4,18.5,38.3,
1116,"Grant County,  Oregon",25.7,17.3,35.9,
1117,"Grant County,  South Dakota",26,18.6,35.1,
1118,"Grant County,  Washington",34.3,29.8,39.1,
1119,"Grant County,  West Virginia",35,27.1,43.1,
1120,"Grant County,  Wisconsin",33.9,26.2,42.2,
1121,"Grant Parish,  Louisiana",47.6,38.2,56.8,
1122,"Granville County,  North Carolina",36.9,27,47.6,
1123,"Gratiot County,  Michigan",37.8,29.9,46.9,
1124,"Graves County,  Kentucky",35,29.2,41,
1125,"Gray County,  Kansas",31,24.5,37.1,
1126,"Gray County,  Texas",33.8,23,47,
1127,"Grays Harbor County,  Washington",35.8,31,40.9,
1128,"Grayson County,  Kentucky",37.5,31.1,44.6,
1129,"Grayson County,  Texas",30.1,20.8,40.9,
1130,"Grayson County,  Virginia",33.4,24.5,43.2,
1131,"Greeley County,  Kansas",27.9,18.2,40.2,
1132,"Greeley County,  Nebraska",38.8,31.6,46.8,
1133,"Green County,  Kentucky",34.5,26.7,43.5,
1134,"Green County,  Wisconsin",34.6,25.9,43.8,
1135,"Green Lake County,  Wisconsin",32.5,23,43.1,
1136,"Greenbrier County,  West Virginia",33.3,28.9,38.2,
1137,"Greene County,  Alabama",35.4,24.8,46.3,
1138,"Greene County,  Arkansas",36.8,28.9,44.8,
1139,"Greene County,  Georgia",33.3,21.5,45.5,
1140,"Greene County,  Illinois",27.4,17.4,40.5,
1141,"Greene County,  Indiana",38.6,31.7,46.3,
1142,"Greene County,  Iowa",42.3,32.5,52.7,
1143,"Greene County,  Mississippi",36.5,27.5,46,
1144,"Greene County,  Missouri",33.1,28.8,37.7,"291,923.00"
1145,"Greene County,  New York",27.5,23.3,32.2,
1146,"Greene County,  North Carolina",28.1,18,39.9,
1147,"Greene County,  Ohio",29.2,24.5,34.1,
1148,"Greene County,  Pennsylvania",31.3,22.1,41.8,
1149,"Greene County,  Tennessee",38.6,32.1,45.5,
1150,"Greene County,  Virginia",28.1,19.5,38.4,
1151,"Greenlee County,  Arizona",29.3,20.6,39.4,
1152,"Greensville County,  Virginia",35.9,25.4,47.7,
1153,"Greenup County,  Kentucky",40,35.4,45.1,
1154,"Greenville County,  South Carolina",28.3,26.1,30.6,"514,213.00"
1155,"Greenwood County,  Kansas",37.3,30,44.6,
1156,"Greenwood County,  South Carolina",36.5,32.5,40.4,
1157,"Greer County,  Oklahoma",31.5,22,42.1,
1158,"Gregg County,  Texas",30.1,22.3,38.8,
1159,"Gregory County,  South Dakota",29.8,20.3,40.9,
1160,"Grenada County,  Mississippi",42,35.3,49.7,
1161,"Griggs County,  North Dakota",29.7,21.6,39.4,
1162,"Grimes County,  Texas",36.9,25.3,49.9,
1163,"Grundy County,  Illinois",34.6,25,45.2,
1164,"Grundy County,  Iowa",30.7,23.1,39.7,
1165,"Grundy County,  Missouri",34,24.6,43.9,
1166,"Grundy County,  Tennessee",33.8,24.7,44,
1167,"Guadalupe County,  New Mexico",35.5,25.2,47.6,
1168,"Guadalupe County,  Texas",33.7,26.9,41.8,
1169,"Guayama Municipio,  Puerto Rico",No Data,No Data,No Data,
1170,"Guayanilla Municipio,  Puerto Rico",No Data,No Data,No Data,
1171,"Guaynabo Municipio,  Puerto Rico",No Data,No Data,No Data,
1172,"Guernsey County,  Ohio",36.8,30.8,43.3,
1173,"Guilford County,  North Carolina",33.3,29.7,37.2,"533,670.00"
1174,"Gulf County,  Florida",33.3,29.1,37.6,
1175,"Gunnison County,  Colorado",16.5,12,22.4,
1176,"Gurabo Municipio,  Puerto Rico",No Data,No Data,No Data,
1177,"Guthrie County,  Iowa",33.4,24.6,42.3,
1178,"Guánica Municipio,  Puerto Rico",No Data,No Data,No Data,
1179,"Gwinnett County,  Georgia",29.9,26.9,33.2,"927,781.00"
1180,"Haakon County,  South Dakota",24.7,17.6,33.7,
1181,"Habersham County,  Georgia",25.3,17.3,35.1,
1182,"Haines Borough,  Alaska",26.4,19,34.6,
1183,"Hale County,  Alabama",40.7,33.4,47.8,
1184,"Hale County,  Texas",32.3,21.7,45.2,
1185,"Halifax County,  North Carolina",43.8,35.4,52.2,
1186,"Halifax County,  Virginia",38.8,31.5,46.1,
1187,"Hall County,  Georgia",32.3,26.5,38.3,
1188,"Hall County,  Nebraska",34.6,31.8,37.4,
1189,"Hall County,  Texas",25.6,14.4,40.4,
1190,"Hamblen County,  Tennessee",34.6,27.9,42,
1191,"Hamilton County,  Florida",41.4,37.4,45.3,
1192,"Hamilton County,  Illinois",24.4,14.9,37.2,
1193,"Hamilton County,  Indiana",25.5,23,28.1,"330,086.00"
1194,"Hamilton County,  Iowa",32.7,24.7,41,
1195,"Hamilton County,  Kansas",39.1,29.4,49.7,
1196,"Hamilton County,  Nebraska",29.9,25,34.9,
1197,"Hamilton County,  New York",29.9,24.7,35.4,
1198,"Hamilton County,  Ohio",28.6,26.1,31.1,"816,684.00"
1199,"Hamilton County,  Tennessee",29.4,26.3,32.6,"364,286.00"
1200,"Hamilton County,  Texas",24.4,14.5,38,
1201,"Hamlin County,  South Dakota",28.3,21.5,36.2,
1202,"Hampden County,  Massachusetts",31.2,28.6,34,"470,406.00"
1203,"Hampshire County,  Massachusetts",20.1,16.8,23.8,
1204,"Hampshire County,  West Virginia",41.7,35.2,49.1,
1205,"Hampton City,  Virginia",37.9,33.9,41.9,
1206,"Hampton County,  South Carolina",42.2,35.5,48.9,
1207,"Hancock County,  Georgia",31.3,17.7,48.7,
1208,"Hancock County,  Illinois",30.5,20.9,41.4,
1209,"Hancock County,  Indiana",37.3,32.3,42.3,
1210,"Hancock County,  Iowa",34.3,25.4,44.5,
1211,"Hancock County,  Kentucky",29.9,21.6,39.8,
1212,"Hancock County,  Maine",24.9,22.3,27.5,
1213,"Hancock County,  Mississippi",33.4,26.7,40.6,
1214,"Hancock County,  Ohio",33,28.2,37.9,
1215,"Hancock County,  Tennessee",32.9,21,46.9,
1216,"Hancock County,  West Virginia",43.2,36.7,50.2,
1217,"Hand County,  South Dakota",30.2,21.2,41.5,
1218,"Hanover County,  Virginia",30.5,25.7,35.8,
1219,"Hansford County,  Texas",24.4,14.6,38.7,
1220,"Hanson County,  South Dakota",27.1,18.2,39,
1221,"Haralson County,  Georgia",22.4,14.8,32.2,
1222,"Hardee County,  Florida",38.6,33.7,43.9,
1223,"Hardeman County,  Tennessee",37.2,29.7,45.3,
1224,"Hardeman County,  Texas",32.4,19.9,47.9,
1225,"Hardin County,  Illinois",22.9,13.7,36.2,
1226,"Hardin County,  Iowa",42.6,34.7,50.6,
1227,"Hardin County,  Kentucky",37.8,33.8,41.8,
1228,"Hardin County,  Ohio",36.8,30,44.1,
1229,"Hardin County,  Tennessee",32.2,25.8,39.3,
1230,"Hardin County,  Texas",37.6,27.7,48.8,
1231,"Harding County,  New Mexico",23.1,14.6,35.1,
1232,"Harding County,  South Dakota",40.1,27.6,53.2,
1233,"Hardy County,  West Virginia",38.3,31,46.2,
1234,"Harford County,  Maryland",32,29,35,"253,956.00"
1235,"Harlan County,  Kentucky",32.2,25.8,39.3,
1236,"Harlan County,  Nebraska",35.1,27.2,43.6,
1237,"Harmon County,  Oklahoma",31.6,21.3,45,
1238,"Harnett County,  North Carolina",33.1,26.8,40.2,
1239,"Harney County,  Oregon",30.8,20.8,41.6,
1240,"Harper County,  Kansas",37.1,29,45.7,
1241,"Harper County,  Oklahoma",25.5,17.2,35.9,
1242,"Harris County,  Georgia",36.1,25.8,46.9,
1243,"Harris County,  Texas",27.6,25.5,29.7,"4,698,619.00"
1244,"Harrison County,  Indiana",38.7,32.5,45.5,
1245,"Harrison County,  Iowa",40.1,31.7,49.7,
1246,"Harrison County,  Kentucky",35.8,25.2,48.1,
1247,"Harrison County,  Mississippi",33.6,30.1,37.3,
1248,"Harrison County,  Missouri",31.8,23.8,40,
1249,"Harrison County,  Ohio",35.5,27.8,43.8,
1250,"Harrison County,  Texas",44.4,34.6,55.1,
1251,"Harrison County,  West Virginia",33.5,29.3,38.2,
1252,"Harrisonburg City,  Virginia",26.2,18.1,36.4,
1253,"Hart County,  Georgia",32.6,21.9,44.8,
1254,"Hart County,  Kentucky",30,22.6,38.5,
1255,"Hartford County,  Connecticut",25.8,24.6,27.1,"892,697.00"
1256,"Hartley County,  Texas",29.6,18.3,43.5,
1257,"Harvey County,  Kansas",31.1,27.1,35.2,
1258,"Haskell County,  Kansas",33.5,24.8,43.1,
1259,"Haskell County,  Oklahoma",30.3,21.6,40.2,
1260,"Haskell County,  Texas",26.7,16.2,41.2,
1261,"Hatillo Municipio,  Puerto Rico",No Data,No Data,No Data,
1262,"Hawaii County,  Hawaii",26.2,24.7,27.8,
1263,"Hawkins County,  Tennessee",31.6,25.8,38,
1264,"Hayes County,  Nebraska",24,16.3,33.4,
1265,"Hays County,  Texas",30,25.1,35.3,
1266,"Haywood County,  North Carolina",32.2,27.1,37.5,
1267,"Haywood County,  Tennessee",46.8,37.3,56.4,
1268,"Heard County,  Georgia",38.5,23.3,54.2,
1269,"Hemphill County,  Texas",31.8,19.1,47.3,
1270,"Hempstead County,  Arkansas",29,21,38.7,
1271,"Henderson County,  Illinois",25.2,15.4,38.3,
1272,"Henderson County,  Kentucky",35.8,30.2,41.9,
1273,"Henderson County,  North Carolina",28.2,22.4,34.7,
1274,"Henderson County,  Tennessee",33.1,26.4,40.5,
1275,"Henderson County,  Texas",37,27.5,45.8,
1276,"Hendricks County,  Indiana",31.2,27.3,35.5,
1277,"Hendry County,  Florida",34.4,29.4,38.9,
1278,"Hennepin County,  Minnesota",22.3,21.4,23.3,"1,259,428.00"
1279,"Henrico County,  Virginia",31.6,28.5,34.7,"329,261.00"
1280,"Henry County,  Alabama",36.3,27.5,46,
1281,"Henry County,  Georgia",35.6,29,41.7,"230,220.00"
1282,"Henry County,  Illinois",36.8,27.9,46.1,
1283,"Henry County,  Indiana",29.1,22.7,35.9,
1284,"Henry County,  Iowa",34.6,27,42.6,
1285,"Henry County,  Kentucky",27.9,20.5,36.2,
1286,"Henry County,  Missouri",31.1,21.5,42.2,
1287,"Henry County,  Ohio",32.5,24.9,41,
1288,"Henry County,  Tennessee",33.8,26.8,41.2,
1289,"Henry County,  Virginia",34.1,28,40.2,
1290,"Herkimer County,  New York",31.7,27.9,36.2,
1291,"Hernando County,  Florida",31.8,28.1,35.9,
1292,"Hertford County,  North Carolina",46.1,36.6,55.3,
1293,"Hettinger County,  North Dakota",33,23,43.7,
1294,"Hickman County,  Kentucky",29.4,20.2,40.7,
1295,"Hickman County,  Tennessee",31.8,23,41.9,
1296,"Hickory County,  Missouri",32.3,19.7,46.9,
1297,"Hidalgo County,  New Mexico",24.1,16.1,34.6,
1298,"Hidalgo County,  Texas",34.4,29.3,40.1,"865,939.00"
1299,"Highland County,  Ohio",31.4,24.8,37.8,
1300,"Highland County,  Virginia",25.2,14.5,39.1,
1301,"Highlands County,  Florida",31.6,28,35.6,
1302,"Hill County,  Montana",38.3,34.9,41.9,
1303,"Hill County,  Texas",32.4,21.2,45.2,
1304,"Hillsborough County,  Florida",24.1,22,26.2,"1,436,888.00"
1305,"Hillsborough County,  New Hampshire",27.6,26,29.3,"415,247.00"
1306,"Hillsdale County,  Michigan",39,32.3,46.5,
1307,"Hinds County,  Mississippi",37,33.5,40.7,"237,085.00"
1308,"Hinsdale County,  Colorado",23.4,13.9,35.8,
1309,"Hitchcock County,  Nebraska",38.5,30.4,47.4,
1310,"Hocking County,  Ohio",41.3,34.9,48.1,
1311,"Hockley County,  Texas",28.5,18.8,39.8,
1312,"Hodgeman County,  Kansas",35.3,26,45.2,
1313,"Hoke County,  North Carolina",37.2,27.9,47,
1314,"Holmes County,  Florida",33.3,29.1,37.5,
1315,"Holmes County,  Mississippi",46.2,37.7,54.6,
1316,"Holmes County,  Ohio",29.1,20.1,39.3,
1317,"Holt County,  Missouri",28.5,19.5,38.4,
1318,"Holt County,  Nebraska",31.7,27.5,36.1,
1319,"Honolulu County,  Hawaii",23.7,22.8,24.5,"980,080.00"
1320,"Hood County,  Texas",28.3,19.8,38.5,
1321,"Hood River County,  Oregon",25.6,17.8,34.8,
1322,"Hooker County,  Nebraska",26.5,18.3,36,
1323,"Hoonah-Angoon Census Area,  Alaska",31.5,21,43.8,
1324,"Hopewell City,  Virginia",29.6,22,37.4,
1325,"Hopkins County,  Kentucky",36.1,31,41.6,
1326,"Hopkins County,  Texas",30.8,19.8,43,
1327,"Hormigueros Municipio,  Puerto Rico",No Data,No Data,No Data,
1328,"Horry County,  South Carolina",30.8,28.7,33.1,"344,147.00"
1329,"Hot Spring County,  Arkansas",36.1,28.9,43.9,
1330,"Hot Springs County,  Wyoming",33.4,26.4,41.4,
1331,"Houghton County,  Michigan",31.4,24.1,39.7,
1332,"Houston County,  Alabama",38.1,34.1,42.5,
1333,"Houston County,  Georgia",39.6,32.4,46.9,
1334,"Houston County,  Minnesota",27.9,22.3,34.1,
1335,"Houston County,  Tennessee",26.2,16.9,39.4,
1336,"Houston County,  Texas",24.3,16.8,33.3,
1337,"Howard County,  Arkansas",45,35.2,55.3,
1338,"Howard County,  Indiana",35,29.6,40.4,
1339,"Howard County,  Iowa",31.6,21.9,43.8,
1340,"Howard County,  Maryland",24.8,22.4,27.3,"323,196.00"
1341,"Howard County,  Missouri",33.6,22.2,47.1,
1342,"Howard County,  Nebraska",37.6,31.8,43.5,
1343,"Howard County,  Texas",39.3,28.7,50.5,
1344,"Howell County,  Missouri",37.1,29.8,45.2,
1345,"Hubbard County,  Minnesota",34.5,29.6,39.7,
1346,"Hudson County,  New Jersey",24.2,21.8,26.8,"676,061.00"
1347,"Hudspeth County,  Texas",34.4,21.2,49.7,
1348,"Huerfano County,  Colorado",26.8,19.3,35.3,
1349,"Hughes County,  Oklahoma",36,26.9,45.4,
1350,"Hughes County,  South Dakota",32.5,26.4,38.9,
1351,"Humacao Municipio,  Puerto Rico",No Data,No Data,No Data,
1352,"Humboldt County,  California",28.9,23,35.4,
1353,"Humboldt County,  Iowa",28.7,20.4,38.2,
1354,"Humboldt County,  Nevada",33.1,26.5,40,
1355,"Humphreys County,  Mississippi",46,35.1,56.9,
1356,"Humphreys County,  Tennessee",35.2,24,47.7,
1357,"Hunt County,  Texas",32.7,23.4,44.2,
1358,"Hunterdon County,  New Jersey",19.4,16.9,22,
1359,"Huntingdon County,  Pennsylvania",29.6,21.2,38.9,
1360,"Huntington County,  Indiana",37.6,29.9,45,
1361,"Huron County,  Michigan",33.5,26,42.1,
1362,"Huron County,  Ohio",38.3,31.8,45.3,
1363,"Hutchinson County,  South Dakota",32.7,24.7,42,
1364,"Hutchinson County,  Texas",30.6,20.9,41.3,
1365,"Hyde County,  North Carolina",36.3,22.9,51.7,
1366,"Hyde County,  South Dakota",24.6,15.3,36.9,
1367,"Iberia Parish,  Louisiana",41.4,34.7,47.7,
1368,"Iberville Parish,  Louisiana",37.9,27.7,48.8,
1369,"Ida County,  Iowa",29.9,20.4,40.3,
1370,"Idaho County,  Idaho",32.8,27.6,37.7,
1371,"Imperial County,  California",34.6,26,44.8,
1372,"Independence County,  Arkansas",28.3,21.6,35.3,
1373,"Indian River County,  Florida",27.2,23.3,31.4,
1374,"Indiana County,  Pennsylvania",33.2,25.4,41.2,
1375,"Ingham County,  Michigan",31.6,28.7,34.7,"292,735.00"
1376,"Inyo County,  California",27.4,17.2,40.5,
1377,"Ionia County,  Michigan",34.6,28.2,41.1,
1378,"Iosco County,  Michigan",30.1,22.3,39.3,
1379,"Iowa County,  Iowa",31.3,24.2,38.8,
1380,"Iowa County,  Wisconsin",28.2,19.8,38.4,
1381,"Iredell County,  North Carolina",31.3,24.9,38.3,
1382,"Irion County,  Texas",24.1,14.2,36.8,
1383,"Iron County,  Michigan",27,18.4,38.9,
1384,"Iron County,  Missouri",24,16.9,32.9,
1385,"Iron County,  Utah",26,22.4,29.9,
1386,"Iron County,  Wisconsin",24.5,18,33.2,
1387,"Iroquois County,  Illinois",28.6,18.3,41.1,
1388,"Irwin County,  Georgia",40.6,27,54,
1389,"Isabela Municipio,  Puerto Rico",No Data,No Data,No Data,
1390,"Isabella County,  Michigan",33.5,26.8,40.5,
1391,"Isanti County,  Minnesota",33,27.7,37.9,
1392,"Island County,  Washington",29.4,24.9,33.9,
1393,"Isle Of Wight County,  Virginia",37.8,30.2,46.7,
1394,"Issaquena County,  Mississippi",26.9,11.6,46,
1395,"Itasca County,  Minnesota",33.4,29.5,38,
1396,"Itawamba County,  Mississippi",33.9,26.9,41.6,
1397,"Izard County,  Arkansas",34.9,26.4,43.9,
1398,"Jack County,  Texas",32.7,19.7,47.9,
1399,"Jackson County,  Alabama",39.4,31.6,47.5,
1400,"Jackson County,  Arkansas",43.4,31.3,56,
1401,"Jackson County,  Colorado",27.3,17.9,39,
1402,"Jackson County,  Florida",36.9,33.4,40.4,
1403,"Jackson County,  Georgia",29,21.6,37.2,
1404,"Jackson County,  Illinois",24,16.5,33.2,
1405,"Jackson County,  Indiana",29.7,23.9,36.1,
1406,"Jackson County,  Iowa",30.1,22.7,38.5,
1407,"Jackson County,  Kansas",37.6,31.8,43.6,
1408,"Jackson County,  Kentucky",43.9,35.9,51.8,
1409,"Jackson County,  Michigan",36,33,39.2,
1410,"Jackson County,  Minnesota",28.4,20.6,37.4,
1411,"Jackson County,  Mississippi",32.7,28.8,36.8,
1412,"Jackson County,  Missouri",31.8,29.7,33.9,"700,307.00"
1413,"Jackson County,  North Carolina",28.3,22.6,34.6,
1414,"Jackson County,  Ohio",39.7,34,45.8,
1415,"Jackson County,  Oklahoma",37,29,45.5,
1416,"Jackson County,  Oregon",24,20.7,27.4,
1417,"Jackson County,  South Dakota",35.6,29.7,41.6,
1418,"Jackson County,  Tennessee",34.5,24.7,45,
1419,"Jackson County,  Texas",33.4,20.5,48,
1420,"Jackson County,  West Virginia",42.3,36.7,48,
1421,"Jackson County,  Wisconsin",33.1,23.2,44.7,
1422,"Jackson Parish,  Louisiana",34.4,26.2,43.1,
1423,"James City County,  Virginia",27.2,22,33.2,
1424,"Jasper County,  Georgia",38.2,24.7,54.2,
1425,"Jasper County,  Illinois",23.8,14.6,35.5,
1426,"Jasper County,  Indiana",35.9,29,43.3,
1427,"Jasper County,  Iowa",36.5,30.1,43.4,
1428,"Jasper County,  Mississippi",45.3,36.3,53.6,
1429,"Jasper County,  Missouri",39,32.3,45.6,
1430,"Jasper County,  South Carolina",37.2,31.4,43,
1431,"Jasper County,  Texas",41.6,29,54.7,
1432,"Jay County,  Indiana",35,26.5,44.2,
1433,"Jayuya Municipio,  Puerto Rico",No Data,No Data,No Data,
1434,"Jeff Davis County,  Georgia",30.8,18.9,44.8,
1435,"Jeff Davis County,  Texas",25.6,14.7,39.9,
1436,"Jefferson County,  Alabama",34.3,32,36.6,"659,300.00"
1437,"Jefferson County,  Arkansas",40.9,35.6,46.2,
1438,"Jefferson County,  Colorado",20.1,18.5,21.6,"580,233.00"
1439,"Jefferson County,  Florida",34.3,29.1,39.4,
1440,"Jefferson County,  Georgia",28.6,15.5,43.5,
1441,"Jefferson County,  Idaho",31.7,26.6,37.3,
1442,"Jefferson County,  Illinois",33.2,23.5,44.2,
1443,"Jefferson County,  Indiana",35,28.5,41.7,
1444,"Jefferson County,  Iowa",28.1,20.8,35.8,
